% Original filename: Decay Test 0Deg No StringPot0012.mat
0 Deg Decay NoStringPot Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
8.960000 -0.509752 -1.939678
8.980000 -0.410675 -1.935085
9.000000 -0.313868 -1.943599
9.020000 -0.215219 -1.935911
9.040000 -0.114871 -1.938012
9.060000 -0.018502 -1.936780
9.080000 0.074934 -1.940238
9.100000 0.169411 -1.936962
9.120000 0.262243 -1.933279
9.140000 0.360002 -1.936191
9.160000 0.452867 -1.938432
9.180000 0.544389 -1.942297
9.200000 0.635636 -1.944397
9.220000 0.725909 -1.943851
9.240000 0.817000 -1.945182
9.260000 0.907381 -1.946078
9.280000 0.992781 -1.944761
9.300000 1.081260 -1.937844
9.320000 1.164574 -1.948108
9.340000 1.251410 -1.947436
9.360000 1.336194 -1.943781
9.380000 1.424071 -1.946218
9.400000 1.507104 -1.948122
9.420000 1.587565 -1.951273
9.440000 1.672746 -1.947716
9.460000 1.754306 -1.946764
9.480000 1.837969 -1.943501
9.500000 1.919792 -1.938334
9.520000 1.995835 -1.942157
9.540000 2.078367 -1.944972
9.560000 2.155330 -1.940869
9.580000 2.230815 -1.942437
9.600000 2.309549 -1.942087
9.620000 2.380453 -1.948010
9.640000 2.456244 -1.947002
9.660000 2.534427 -1.943669
9.680000 2.609423 -1.945868
9.700000 2.680368 -1.944313
9.720000 2.752226 -1.938782
9.740000 2.824654 -1.942479
9.760000 2.890748 -1.943613
9.780000 2.962284 -1.942507
9.800000 3.027773 -1.938418
9.820000 3.096883 -1.941121
9.840000 3.162074 -1.955628
9.860000 3.222597 -1.951595
9.880000 3.282979 -1.937060
9.900000 3.341210 -1.946302
9.920000 3.400719 -1.940448
9.940000 3.459871 -1.948136
9.960000 3.516036 -1.940532
9.980000 3.572117 -1.944369
10.000000 3.622092 -1.938544
10.020000 3.670767 -1.943389
10.040000 3.717441 -1.940434
10.060000 3.761798 -1.944131
10.080000 3.805994 -1.937970
10.100000 3.849627 -1.945168
10.120000 3.890115 -1.937242
10.140000 3.932961 -1.943865
10.160000 3.972926 -1.941667
10.180000 4.009468 -1.946260
10.200000 4.041702 -1.949873
10.220000 4.072519 -1.945364
10.240000 4.105028 -1.944313
10.260000 4.133648 -1.946148
10.280000 4.160289 -1.946106
10.300000 4.184694 -1.948766
10.320000 4.208236 -1.942619
10.340000 4.234682 -1.944817
10.360000 4.256155 -1.943025
10.380000 4.273816 -1.937494
10.400000 4.291301 -1.946960
10.420000 4.300890 -1.943221
10.440000 4.313962 -1.937018
10.460000 4.324455 -1.943795
