90Deg Damping 	 _20180413_132428_ 	 Freq=0.5Hz Amp=0m ang=0rad 
Time (Sec), East Wave Probe (m), West Wave Probe (m),WaveProbe_A(m),WaveProbe_B(m),WaveProbe_C(m),StringPot_1(m),StringPot_2(m),LoadCell (N)
0.000000, 1.469770E-4, -8.220286E-4, 1.655019E-3, 8.778813E-4, 3.309575E-3, 5.274321E-4, -4.949493E-4, 3.762705E-2
1.000000, 1.469770E-4, -8.220286E-4, 1.568375E-3, 9.961804E-4, 3.301156E-3, 2.846371E-4, -3.413443E-4, 3.600265E-2
4.000000, 2.129877E-4, -8.659433E-4, 1.448246E-3, 1.201714E-3, 2.826315E-3, 2.620644E-4, -3.842877E-4, 4.004963E-2
9.000000, 2.569948E-4, -8.659433E-4, 1.326443E-3, 1.177033E-3, 2.908822E-3, 4.536576E-4, -4.189727E-4, 3.993760E-2
16.000000, 2.569948E-4, -8.659433E-4, 1.250682E-3, 9.238392E-4, 3.023744E-3, 5.191737E-4, -3.842877E-4, 3.660480E-2
25.000000, 3.670127E-4, -8.439859E-4, 1.194175E-3, 1.081713E-3, 2.527013E-3, 3.507038E-4, -4.696237E-4, 3.677284E-2
36.000000, 3.450091E-4, -8.220286E-4, 1.028841E-3, 8.000082E-4, 2.489127E-3, 4.079615E-4, -4.641182E-4, 3.976956E-2
49.000000, 3.450091E-4, -8.220286E-4, 1.048095E-3, 7.685185E-4, 2.658352E-3, 2.917944E-4, -2.015033E-4, 3.201170E-2
64.000000, 3.890163E-4, -8.659433E-4, 9.032701E-4, 1.058309E-3, 2.732020E-3, 2.984010E-4, -3.110638E-4, 3.797713E-2
81.000000, 3.890163E-4, -8.659433E-4, 9.748453E-4, 1.493632E-3, 3.004380E-3, 4.822865E-4, -5.136682E-4, 3.797713E-2
100.000000, 3.890163E-4, -8.659433E-4, 1.046002E-3, 1.600016E-3, 2.384729E-3, 5.659709E-4, -5.450498E-4, 3.813117E-2
121.000000, 4.330234E-4, -8.439859E-4, 1.166550E-3, 1.739167E-3, 2.352315E-3, 4.514554E-4, -5.417465E-4, 3.936346E-2
144.000000, 4.330234E-4, -8.439859E-4, 1.198779E-3, 1.662996E-3, 2.297591E-3, 3.363893E-4, -2.995021E-4, 3.792112E-2
169.000000, 3.010020E-4, -8.439859E-4, 1.306351E-3, 1.703847E-3, 2.623413E-3, 5.307354E-4, -3.600632E-4, 3.262784E-2
196.000000, 1.909841E-4, -9.098580E-4, 1.413086E-3, 2.002999E-3, 2.268124E-3, 4.371410E-4, -5.720271E-4, 4.004963E-2
225.000000, 1.909841E-4, -9.098580E-4, 1.584699E-3, 1.556186E-3, 2.192351E-3, 3.754788E-4, -4.630171E-4, 3.569458E-2
256.000000, 5.896270E-5, -8.879006E-4, 1.653344E-3, 1.805550E-3, 2.060170E-3, 3.765799E-4, -2.807832E-4, 4.010564E-2
289.000000, -2.905159E-5, -8.659433E-4, 1.759242E-3, 2.185554E-3, 2.503019E-3, 3.413443E-4, -4.118154E-4, 4.199610E-2
324.000000, -2.905159E-5, -8.659433E-4, 1.778915E-3, 2.568537E-3, 1.956194E-3, 2.978505E-4, -3.193221E-4, 3.573659E-2
361.000000, -1.170659E-4, -8.439859E-4, 1.883975E-3, 2.553643E-3, 2.172987E-3, 4.668710E-4, -5.604654E-4, 3.695488E-2
400.000000, -2.490873E-4, -8.879006E-4, 1.973549E-3, 2.427684E-3, 1.995764E-3, 3.820854E-4, -4.839382E-4, 3.859328E-2
441.000000, -2.490873E-4, -8.879006E-4, 2.070657E-3, 2.274917E-3, 2.864622E-3, 3.000527E-4, -4.233771E-4, 2.999521E-2
484.000000, -2.710909E-4, -8.659433E-4, 2.128838E-3, 2.334917E-3, 2.788849E-3, 3.567599E-4, -3.314343E-4, 3.712292E-2
529.000000, -2.710909E-4, -8.659433E-4, 2.212133E-3, 2.320449E-3, 2.788849E-3, 5.109154E-4, -3.980515E-4, 3.794912E-2
576.000000, -2.270837E-4, -9.098580E-4, 2.262780E-3, 2.575345E-3, 2.762750E-3, 3.562093E-4, -4.608149E-4, 3.386014E-2
625.000000, -3.150980E-4, -9.098580E-4, 2.255664E-3, 2.660453E-3, 3.140771E-3, 3.270299E-4, -4.030065E-4, 3.337002E-2
676.000000, -3.150980E-4, -9.098580E-4, 2.297102E-3, 2.530239E-3, 3.627819E-3, 4.360399E-4, -3.831866E-4, 3.999361E-2
729.000000, -3.591052E-4, -9.098580E-4, 2.248548E-3, 2.377471E-3, 3.450596E-3, 2.829855E-4, -3.314343E-4, 3.610068E-2
784.000000, -3.591052E-4, -9.757301E-4, 2.251478E-3, 2.342152E-3, 3.405132E-3, 2.339860E-4, -2.785810E-4, 3.227776E-2
841.000000, -3.591052E-4, -9.757301E-4, 2.150185E-3, 2.654070E-3, 3.193390E-3, 4.696237E-4, -4.145682E-4, 3.516245E-2
900.000000, -2.490873E-4, -9.757301E-4, 2.158975E-3, 2.293640E-3, 3.662759E-3, 3.507038E-4, -4.657699E-4, 4.065177E-2
961.000000, -2.050802E-4, -1.063559E-3, 2.144325E-3, 2.125979E-3, 3.909441E-3, 2.780305E-4, -3.496027E-4, 4.181405E-2
1024.000000, -2.050802E-4, -1.063559E-3, 2.204180E-3, 2.368960E-3, 3.600036E-3, 2.984010E-4, -4.074110E-4, 3.227776E-2
1089.000000, -1.610730E-4, -1.129432E-3, 2.252734E-3, 2.390663E-3, 4.085822E-3, 3.325355E-4, -2.851877E-4, 3.926544E-2
1156.000000, -2.905159E-5, -1.173346E-3, 2.325983E-3, 2.073213E-3, 4.313140E-3, 3.567599E-4, -4.206243E-4, 4.055375E-2
1225.000000, -2.905159E-5, -1.173346E-3, 2.302544E-3, 2.031085E-3, 3.943538E-3, 3.352882E-4, -3.474005E-4, 3.951750E-2
1296.000000, 1.689806E-4, -1.173346E-3, 2.315519E-3, 2.157043E-3, 4.333767E-3, 3.187716E-4, -3.523555E-4, 4.339643E-2
1369.000000, 1.689806E-4, -1.173346E-3, 2.343145E-3, 2.235768E-3, 3.719167E-3, 4.228265E-4, -3.451982E-4, 3.535850E-2
1444.000000, 2.569948E-4, -1.173346E-3, 2.311333E-3, 2.172788E-3, 3.761263E-3, 3.308838E-4, -3.341871E-4, 3.150757E-2
1521.000000, 3.450091E-4, -1.151389E-3, 2.230550E-3, 2.560452E-3, 3.520054E-3, 3.050077E-4, -3.870404E-4, 3.341203E-2
1600.000000, 3.450091E-4, -1.151389E-3, 2.170695E-3, 2.606410E-3, 3.382401E-3, 4.635676E-4, -5.990043E-4, 3.534450E-2
1681.000000, 4.990341E-4, -1.085517E-3, 2.126745E-3, 2.248959E-3, 3.356722E-3, 4.266804E-4, -4.602643E-4, 3.843924E-2
1764.000000, 6.750627E-4, -9.537727E-4, 1.985687E-3, 2.234916E-3, 2.995119E-3, 2.141660E-4, -4.101638E-4, 3.293592E-2
1849.000000, 6.750627E-4, -9.537727E-4, 1.848397E-3, 2.154065E-3, 3.245589E-3, 2.664688E-4, -2.576599E-4, 3.685686E-2
1936.000000, 6.970663E-4, -8.879006E-4, 1.680970E-3, 2.147256E-3, 2.886933E-3, 4.277815E-4, -3.952988E-4, 3.936346E-2
2025.000000, 7.630770E-4, -8.220286E-4, 1.574235E-3, 1.668102E-3, 2.846100E-3, 5.522071E-4, -4.982526E-4, 4.013365E-2
2116.000000, 7.630770E-4, -8.220286E-4, 1.452432E-3, 1.761295E-3, 2.690766E-3, 3.771304E-4, -4.723765E-4, 3.748701E-2
2209.000000, 6.970663E-4, -7.341991E-4, 1.506845E-3, 1.638740E-3, 2.591841E-3, 2.141660E-4, -2.251772E-4, 2.813276E-2
2304.000000, 6.970663E-4, -7.341991E-4, 1.535727E-3, 1.477887E-3, 2.631411E-3, 3.947482E-4, -4.299838E-4, 2.964513E-2
2401.000000, 8.290877E-4, -6.463697E-4, 1.601442E-3, 1.440015E-3, 2.348527E-3, 5.846898E-4, -5.384432E-4, 3.848125E-2
2500.000000, 7.630770E-4, -6.244124E-4, 1.647903E-3, 1.423844E-3, 2.564058E-3, 2.956482E-4, -4.244782E-4, 3.507843E-2
2601.000000, 7.630770E-4, -6.244124E-4, 1.745429E-3, 1.343844E-3, 2.557743E-3, 2.829855E-4, -3.402432E-4, 3.422423E-2
2704.000000, 6.090520E-4, -6.244124E-4, 1.719897E-3, 1.290651E-3, 2.354420E-3, 4.305343E-4, -3.853888E-4, 3.565257E-2
2809.000000, 4.990341E-4, -6.244124E-4, 1.813237E-3, 1.022138E-3, 2.348527E-3, 4.338376E-4, -4.619160E-4, 4.272427E-2
2916.000000, 4.990341E-4, -6.244124E-4, 1.721571E-3, 9.906484E-4, 2.687819E-3, 4.096132E-4, -3.991527E-4, 3.974155E-2
3025.000000, 3.890163E-4, -6.244124E-4, 1.716548E-3, 1.168097E-3, 2.484075E-3, 4.305343E-4, -4.690732E-4, 3.839723E-2
3136.000000, 1.689806E-4, -6.902844E-4, 1.626556E-3, 9.293712E-4, 2.563637E-3, 4.586126E-4, -4.547588E-4, 3.927944E-2
3249.000000, 1.689806E-4, -6.902844E-4, 1.571305E-3, 1.156608E-3, 2.398200E-3, 1.844361E-4, -2.119638E-4, 3.475635E-2
3364.000000, -1.170659E-4, -7.341991E-4, 1.434433E-3, 1.482568E-3, 2.596892E-3, 3.424455E-4, -3.986021E-4, 3.436426E-2
3481.000000, -2.930945E-4, -8.439859E-4, 1.420202E-3, 1.221289E-3, 2.221397E-3, 5.026571E-4, -5.632182E-4, 4.531489E-2
3600.000000, -2.930945E-4, -8.439859E-4, 1.295469E-3, 1.074905E-3, 2.296749E-3, 3.738271E-4, -5.015560E-4, 4.342444E-2
3721.000000, -3.811087E-4, -9.098580E-4, 1.411412E-3, 1.362567E-3, 2.548903E-3, 2.829855E-4, -2.664688E-4, 3.885934E-2
3844.000000, -3.811087E-4, -9.098580E-4, 1.341930E-3, 1.580016E-3, 2.458818E-3, 3.396927E-4, -3.011538E-4, 3.612868E-2
3969.000000, -5.131302E-4, -1.041602E-3, 1.487173E-3, 1.644272E-3, 2.901245E-3, 4.938482E-4, -4.332871E-4, 4.189807E-2
4096.000000, -6.231480E-4, -1.107474E-3, 1.631997E-3, 1.356184E-3, 2.927345E-3, 4.019054E-4, -5.318365E-4, 3.814517E-2
4225.000000, -6.231480E-4, -1.107474E-3, 1.677621E-3, 1.604697E-3, 2.451241E-3, 4.426465E-4, -4.321860E-4, 3.957351E-2
4356.000000, -6.011445E-4, -1.261176E-3, 1.866396E-3, 1.791508E-3, 2.683189E-3, 3.253782E-4, -4.079615E-4, 3.603066E-2
4489.000000, -5.131302E-4, -1.283133E-3, 2.032986E-3, 1.614059E-3, 2.774958E-3, 2.840866E-4, -3.782316E-4, 3.468634E-2
4624.000000, -5.131302E-4, -1.283133E-3, 2.145999E-3, 1.669804E-3, 2.742965E-3, 4.800843E-4, -4.222760E-4, 3.750101E-2
4761.000000, -4.251159E-4, -1.305090E-3, 2.201250E-3, 2.381301E-3, 2.894089E-3, 3.864899E-4, -3.617149E-4, 2.400177E-2
4900.000000, -4.251159E-4, -1.327048E-3, 2.297939E-3, 2.403003E-3, 3.161818E-3, 3.231760E-4, -4.074110E-4, 3.337002E-2
5041.000000, -4.251159E-4, -1.327048E-3, 2.292498E-3, 2.381726E-3, 3.148348E-3, 4.129165E-4, -2.906932E-4, 3.233377E-2
5184.000000, -3.150980E-4, -1.414877E-3, 2.381234E-3, 2.546835E-3, 3.410184E-3, 3.853888E-4, -4.409949E-4, 3.876132E-2
5329.000000, -3.150980E-4, -1.414877E-3, 2.306729E-3, 2.634495E-3, 3.107936E-3, 4.013549E-4, -5.186232E-4, 3.537250E-2
5476.000000, -9.506231E-5, -1.370963E-3, 2.416394E-3, 2.771943E-3, 3.414814E-3, 4.255793E-4, -3.826360E-4, 3.258583E-2
5625.000000, -5.105516E-5, -1.349005E-3, 2.232224E-3, 2.576622E-3, 3.717063E-3, 4.145682E-4, -4.134671E-4, 3.486838E-2
5776.000000, -5.105516E-5, -1.349005E-3, 2.277011E-3, 2.723858E-3, 3.852611E-3, 4.041077E-4, -3.842877E-4, 3.045732E-2
5929.000000, -5.105516E-5, -1.239218E-3, 2.258594E-3, 2.788965E-3, 4.077824E-3, 4.393432E-4, -3.507038E-4, 3.105947E-2
6084.000000, 1.029698E-4, -1.217261E-3, 2.221760E-3, 2.643006E-3, 4.104344E-3, 3.617149E-4, -4.206243E-4, 3.405619E-2
6241.000000, 1.029698E-4, -1.217261E-3, 2.216737E-3, 2.792369E-3, 4.300090E-3, 3.886921E-4, -3.143671E-4, 4.419462E-2
6400.000000, 2.569948E-4, -1.063559E-3, 2.265710E-3, 2.935775E-3, 4.210005E-3, 4.101638E-4, -3.429960E-4, 2.979916E-2
6561.000000, 3.010020E-4, -1.041602E-3, 2.401326E-3, 2.671942E-3, 4.153596E-3, 3.738271E-4, -4.376915E-4, 3.904139E-2
6724.000000, 3.010020E-4, -1.041602E-3, 2.493829E-3, 2.816199E-3, 4.125392E-3, 2.692216E-4, -3.617149E-4, 4.053975E-2
6889.000000, 3.450091E-4, -9.537727E-4, 2.541965E-3, 2.493217E-3, 3.995737E-3, 4.789832E-4, -4.299838E-4, 3.968554E-2
7056.000000, 3.450091E-4, -9.098580E-4, 2.575031E-3, 2.521728E-3, 3.779364E-3, 3.672204E-4, -4.602643E-4, 4.469875E-2
7225.000000, 3.450091E-4, -9.098580E-4, 2.665861E-3, 1.891083E-3, 3.467434E-3, 2.829855E-4, -3.352882E-4, 4.184206E-2
7396.000000, 4.550270E-4, -8.220286E-4, 2.536105E-3, 2.350662E-3, 3.665285E-3, 4.008043E-4, -3.633666E-4, 3.576460E-2
7569.000000, 4.550270E-4, -8.220286E-4, 2.506805E-3, 2.332790E-3, 3.616875E-3, 3.215243E-4, -3.963999E-4, 4.381653E-2
7744.000000, 4.550270E-4, -7.781139E-4, 2.370770E-3, 2.184703E-3, 3.541102E-3, 2.984010E-4, -3.457488E-4, 3.716493E-2
7921.000000, 4.330234E-4, -7.561565E-4, 2.247293E-3, 2.030659E-3, 3.435441E-3, 4.701743E-4, -3.798832E-4, 3.177364E-2
8100.000000, 4.330234E-4, -7.561565E-4, 2.151859E-3, 2.237895E-3, 2.945446E-3, 4.470510E-4, -4.740282E-4, 3.841123E-2
8281.000000, 3.670127E-4, -7.341991E-4, 2.032149E-3, 1.760444E-3, 3.124774E-3, 3.193221E-4, -4.564104E-4, 4.105787E-2
8464.000000, 4.550270E-4, -6.683271E-4, 1.905741E-3, 1.753209E-3, 2.726127E-3, 3.908943E-4, -3.908943E-4, 3.913941E-2
8649.000000, 4.550270E-4, -6.683271E-4, 1.840444E-3, 1.482568E-3, 2.864201E-3, 3.474004E-4, -3.440971E-4, 4.485278E-2
8836.000000, 3.450091E-4, -7.122418E-4, 1.768451E-3, 1.011500E-3, 2.784640E-3, 2.708733E-4, -3.633666E-4, 4.388655E-2
9025.000000, 2.569948E-4, -6.902844E-4, 1.684737E-3, 1.329801E-3, 3.017851E-3, 4.707249E-4, -3.749282E-4, 3.485438E-2
9216.000000, 2.569948E-4, -6.902844E-4, 1.663390E-3, 8.710727E-4, 2.864622E-3, 4.503543E-4, -3.661193E-4, 3.639475E-2
9409.000000, 3.010020E-4, -6.902844E-4, 1.554981E-3, 7.514970E-4, 2.799794E-3, 2.119638E-4, -3.121649E-4, 4.115589E-2
9604.000000, 3.010020E-4, -6.902844E-4, 1.617766E-3, 6.919220E-4, 2.566162E-3, 4.354893E-4, -3.919954E-4, 4.299033E-2
9801.000000, 3.890163E-4, -7.122418E-4, 1.421876E-3, 2.493642E-4, 3.095307E-3, 5.417465E-4, -4.971515E-4, 3.792112E-2
10000.000000, 3.670127E-4, -7.341991E-4, 1.341930E-3, 2.251087E-4, 2.796848E-3, 3.011538E-4, -3.611643E-4, 4.376052E-2
10201.000000, 3.670127E-4, -7.341991E-4, 1.187896E-3, 6.255383E-5, 2.631832E-3, 2.136155E-4, -3.418949E-4, 3.913941E-2
10404.000000, 3.890163E-4, -7.341991E-4, 9.857281E-4, 3.148968E-5, 2.749279E-3, 2.752777E-4, -1.882899E-4, 3.643676E-2
10609.000000, 3.890163E-4, -7.341991E-4, 8.425777E-4, 3.829826E-6, 2.494178E-3, 4.140177E-4, -4.206243E-4, 3.954551E-2
10816.000000, 3.890163E-4, -7.341991E-4, 7.601198E-4, 2.429812E-4, 2.884828E-3, 4.354893E-4, -6.072626E-4, 3.806115E-2
11025.000000, 4.770306E-4, -6.683271E-4, 6.843590E-4, 1.093628E-4, 2.859991E-3, 4.024560E-4, -4.877921E-4, 3.790711E-2
11236.000000, 4.330234E-4, -6.683271E-4, 6.743133E-4, -1.659591E-4, 3.115934E-3, 3.958493E-4, -2.719744E-4, 3.842524E-2
11449.000000, 4.330234E-4, -6.683271E-4, 7.509113E-4, 1.063841E-5, 2.793480E-3, 3.435466E-4, -5.274321E-4, 3.458831E-2
11664.000000, 3.450091E-4, -6.683271E-4, 7.881639E-4, 1.974488E-4, 3.170659E-3, 4.988032E-4, -4.707249E-4, 3.587662E-2
11881.000000, 3.010020E-4, -6.902844E-4, 9.308956E-4, 8.340511E-5, 2.757277E-3, 6.149704E-4, -5.279826E-4, 3.709492E-2
12100.000000, 3.010020E-4, -6.902844E-4, 1.005401E-3, -4.510684E-5, 3.514582E-3, 3.732766E-4, -4.151188E-4, 3.449029E-2
12321.000000, 2.789984E-4, -6.683271E-4, 1.154830E-3, 6.063892E-4, 3.476695E-3, 4.140177E-4, -5.125671E-4, 4.409660E-2
12544.000000, 2.789984E-4, -6.683271E-4, 1.207151E-3, 6.353256E-4, 3.655182E-3, 4.894437E-4, -4.910954E-4, 3.367810E-2
12769.000000, 1.469770E-4, -6.683271E-4, 1.369555E-3, 1.070649E-3, 3.777260E-3, 3.639171E-4, -5.444993E-4, 4.688327E-2
12996.000000, 1.689806E-4, -8.220286E-4, 1.297980E-3, 1.044692E-3, 3.423234E-3, 3.479510E-4, -2.989516E-4, 4.321439E-2
13225.000000, 1.689806E-4, -8.220286E-4, 1.254867E-3, 1.068947E-3, 3.343252E-3, 4.795337E-4, -4.905449E-4, 3.540051E-2
13456.000000, 5.896270E-5, -8.659433E-4, 1.241055E-3, 1.591506E-3, 3.391662E-3, 4.459499E-4, -6.116670E-4, 3.587662E-2
13689.000000, 5.896270E-5, -8.879006E-4, 1.205895E-3, 1.879594E-3, 3.731796E-3, 2.405927E-4, -3.699732E-4, 4.101586E-2
13924.000000, 5.896270E-5, -8.879006E-4, 1.179525E-3, 1.951935E-3, 3.334411E-3, 4.123660E-4, -2.824349E-4, 3.800514E-2
14161.000000, 1.495555E-5, -9.537727E-4, 1.207569E-3, 2.013212E-3, 3.523001E-3, 5.846898E-4, -5.351398E-4, 4.086182E-2
14400.000000, -5.105516E-5, -1.019645E-3, 1.254867E-3, 2.566409E-3, 3.268742E-3, 5.356904E-4, -6.292848E-4, 4.166001E-2
14641.000000, -5.105516E-5, -1.019645E-3, 1.349882E-3, 2.345981E-3, 3.611823E-3, 3.198727E-4, -4.002538E-4, 3.864929E-2
14884.000000, -1.170659E-4, -1.063559E-3, 1.415598E-3, 2.516196E-3, 3.058263E-3, 4.536576E-4, -3.578610E-4, 4.507684E-2
15129.000000, -1.170659E-4, -1.063559E-3, 1.622789E-3, 2.991945E-3, 3.280529E-3, 4.690732E-4, -3.215243E-4, 3.419622E-2
15376.000000, -7.305874E-5, -1.107474E-3, 1.807377E-3, 3.022584E-3, 3.001012E-3, 4.503543E-4, -5.742293E-4, 3.992360E-2
15625.000000, -1.390695E-4, -1.173346E-3, 1.936296E-3, 3.197905E-3, 3.096149E-3, 4.288826E-4, -5.604654E-4, 3.993760E-2
15876.000000, -1.390695E-4, -1.173346E-3, 2.036334E-3, 3.183862E-3, 3.744004E-3, 4.492532E-4, -3.815349E-4, 3.240379E-2
16129.000000, -1.390695E-4, -1.239218E-3, 2.205017E-3, 3.077478E-3, 3.079732E-3, 4.002538E-4, -3.628160E-4, 2.982717E-2
16384.000000, -1.170659E-4, -1.283133E-3, 2.216737E-3, 3.155351E-3, 3.041424E-3, 4.453993E-4, -5.813865E-4, 3.159159E-2
16641.000000, -1.170659E-4, -1.283133E-3, 2.321798E-3, 3.162586E-3, 3.233381E-3, 3.628160E-4, -4.013549E-4, 3.913941E-2
16900.000000, -7.305874E-5, -1.327048E-3, 2.326402E-3, 3.271097E-3, 2.914716E-3, 4.999043E-4, -4.349388E-4, 4.102986E-2
17161.000000, -5.105516E-5, -1.349005E-3, 2.468715E-3, 3.320034E-3, 2.461344E-3, 3.490521E-4, -3.600632E-4, 3.835522E-2
17424.000000, -5.105516E-5, -1.349005E-3, 2.405093E-3, 3.253225E-3, 2.702553E-3, 3.050077E-4, -3.523555E-4, 3.685686E-2
17689.000000, -1.170659E-4, -1.370963E-3, 2.530663E-3, 3.316204E-3, 2.616256E-3, 4.850393E-4, -4.200738E-4, 4.537091E-2
17956.000000, -7.305874E-5, -1.327048E-3, 2.462855E-3, 2.797901E-3, 2.606153E-3, 5.659709E-4, -5.015560E-4, 4.352246E-2
18225.000000, -7.305874E-5, -1.327048E-3, 2.573776E-3, 3.214501E-3, 2.466816E-3, 4.013549E-4, -5.841393E-4, 3.068138E-2
18496.000000, -7.305874E-5, -1.261176E-3, 2.607261E-3, 3.249395E-3, 2.341792E-3, 3.562093E-4, -4.833876E-4, 3.626872E-2
18769.000000, -7.305874E-5, -1.261176E-3, 2.690975E-3, 2.820029E-3, 2.350632E-3, 3.842877E-4, -3.853888E-4, 4.782150E-2
19044.000000, -1.170659E-4, -1.195304E-3, 2.749993E-3, 2.806837E-3, 2.259284E-3, 4.905449E-4, -4.470510E-4, 3.601666E-2
19321.000000, -2.050802E-4, -1.173346E-3, 2.824498E-3, 3.054499E-3, 2.320744E-3, 3.369399E-4, -4.393432E-4, 3.678684E-2
19600.000000, -2.050802E-4, -1.173346E-3, 2.852124E-3, 2.857476E-3, 2.839785E-3, 4.553093E-4, -5.021065E-4, 3.523247E-2
19881.000000, -1.610730E-4, -1.107474E-3, 2.927884E-3, 2.500877E-3, 2.449557E-3, 5.351398E-4, -4.734776E-4, 3.797713E-2
20164.000000, -5.105516E-5, -1.019645E-3, 2.917839E-3, 2.322151E-3, 2.665088E-3, 3.485016E-4, -4.476015E-4, 4.153398E-2
20449.000000, -5.105516E-5, -1.019645E-3, 2.827847E-3, 2.213640E-3, 2.810318E-3, 4.217254E-4, -4.756799E-4, 3.317397E-2
20736.000000, -7.305874E-5, -9.757301E-4, 2.877238E-3, 1.972361E-3, 2.821684E-3, 4.707249E-4, -4.558599E-4, 4.062377E-2
21025.000000, -2.905159E-5, -9.318154E-4, 2.808174E-3, 1.400440E-3, 3.491008E-3, 4.134671E-4, -4.305343E-4, 3.577860E-2
21316.000000, -2.905159E-5, -9.318154E-4, 2.773433E-3, 1.377886E-3, 3.428706E-3, 3.837371E-4, -3.644677E-4, 4.178604E-2
21609.000000, 1.029698E-4, -8.659433E-4, 2.770503E-3, 9.425628E-4, 3.780206E-3, 4.564104E-4, -4.635676E-4, 3.324399E-2
21904.000000, 1.029698E-4, -8.659433E-4, 2.728227E-3, 4.566004E-4, 4.135916E-3, 4.266804E-4, -4.354893E-4, 3.379012E-2
22201.000000, 2.129877E-4, -8.220286E-4, 2.766736E-3, 7.076668E-4, 3.831563E-3, 2.879405E-4, -3.727260E-4, 3.948949E-2
22500.000000, 3.230056E-4, -7.561565E-4, 2.600983E-3, 1.077458E-3, 4.196534E-3, 4.498038E-4, -4.586126E-4, 3.747301E-2
22801.000000, 3.230056E-4, -7.561565E-4, 2.597634E-3, 7.527736E-4, 4.133811E-3, 4.327365E-4, -4.509049E-4, 3.289391E-2
23104.000000, 3.670127E-4, -7.341991E-4, 2.555777E-3, 9.536268E-4, 4.533301E-3, 3.198727E-4, -4.272310E-4, 3.754302E-2
23409.000000, 3.670127E-4, -6.463697E-4, 2.566242E-3, 8.489448E-4, 4.228527E-3, 3.347377E-4, -3.209738E-4, 4.353647E-2
23716.000000, 3.670127E-4, -6.463697E-4, 2.315938E-3, 1.071075E-3, 4.414591E-3, 4.833876E-4, -3.518049E-4, 3.941948E-2
24025.000000, 4.330234E-4, -5.146256E-4, 2.242688E-3, 1.347673E-3, 4.420484E-3, 4.101638E-4, -4.217254E-4, 4.076380E-2
24336.000000, 4.550270E-4, -5.146256E-4, 2.010802E-3, 1.793635E-3, 3.975952E-3, 2.714238E-4, -3.011538E-4, 3.947549E-2
24649.000000, 4.550270E-4, -5.146256E-4, 1.901974E-3, 2.548111E-3, 4.052146E-3, 4.255793E-4, -3.551082E-4, 3.726296E-2
24964.000000, 4.330234E-4, -4.267961E-4, 1.575909E-3, 2.708538E-3, 3.879974E-3, 3.402432E-4, -3.154682E-4, 3.958752E-2
25281.000000, 4.990341E-4, -4.267961E-4, 1.398436E-3, 2.513217E-3, 3.184129E-3, 2.956482E-4, -3.848382E-4, 3.778108E-2
25600.000000, 4.990341E-4, -4.267961E-4, 1.195012E-3, 2.760879E-3, 3.074680E-3, 4.222760E-4, -4.558599E-4, 3.579260E-2
25921.000000, 5.650449E-4, -3.828814E-4, 1.044746E-3, 2.889817E-3, 2.731599E-3, 5.224771E-4, -4.795337E-4, 3.315997E-2
26244.000000, 5.650449E-4, -3.828814E-4, 8.915502E-4, 2.787263E-3, 2.129629E-3, 2.813338E-4, -4.107143E-4, 3.591863E-2
26569.000000, 6.090520E-4, -4.926682E-4, 8.785746E-4, 3.026414E-3, 2.298433E-3, 3.655688E-4, -4.591632E-4, 3.234778E-2
26896.000000, 6.750627E-4, -4.926682E-4, 7.764440E-4, 3.204714E-3, 1.704461E-3, 4.178715E-4, -2.967494E-4, 4.716334E-2
27225.000000, 6.750627E-4, -4.926682E-4, 7.128216E-4, 3.121734E-3, 1.990291E-3, 4.762304E-4, -4.547588E-4, 3.209572E-2
27556.000000, 6.970663E-4, -5.146256E-4, 7.634684E-4, 2.884710E-3, 9.168474E-4, 4.393432E-4, -4.767810E-4, 3.528848E-2
27889.000000, 7.190699E-4, -5.585403E-4, 8.065809E-4, 3.037052E-3, 8.545455E-4, 3.132660E-4, -4.580621E-4, 4.087583E-2
28224.000000, 7.190699E-4, -5.585403E-4, 9.283842E-4, 2.933221E-3, 1.097018E-3, 3.975010E-4, -3.809843E-4, 3.779509E-2
28561.000000, 6.530591E-4, -5.585403E-4, 1.075720E-3, 3.014073E-3, 1.227094E-3, 5.912965E-4, -4.977021E-4, 4.402658E-2
28900.000000, 5.650449E-4, -6.244124E-4, 1.174502E-3, 2.793646E-3, 1.094071E-3, 5.538587E-4, -5.692743E-4, 4.223415E-2
29241.000000, 5.650449E-4, -6.244124E-4, 1.295050E-3, 2.466834E-3, 7.745634E-4, 3.385916E-4, -4.668710E-4, 4.219214E-2
29584.000000, 4.770306E-4, -6.463697E-4, 1.431503E-3, 1.851083E-3, 6.958442E-4, 2.692216E-4, -3.699732E-4, 3.738899E-2
29929.000000, 4.770306E-4, -6.463697E-4, 1.539075E-3, 2.066830E-3, 1.028401E-3, 3.991527E-4, -4.569610E-4, 3.528848E-2
30276.000000, 3.670127E-4, -7.122418E-4, 1.606046E-3, 1.440440E-3, 1.621532E-3, 4.921965E-4, -4.476015E-4, 3.654879E-2
30625.000000, 1.909841E-4, -8.220286E-4, 1.835421E-3, 1.169799E-3, 1.902732E-3, 3.407938E-4, -3.396927E-4, 3.926544E-2
30976.000000, 1.909841E-4, -8.220286E-4, 1.997407E-3, 1.123416E-3, 2.279069E-3, 4.090627E-4, -5.191737E-4, 3.829921E-2
31329.000000, 3.695913E-5, -9.318154E-4, 2.089911E-3, 5.421332E-4, 2.812423E-3, 3.407938E-4, -3.507038E-4, 3.566657E-2
