90Deg 	 _20180413_105125_ 	 Reg 1 
Time (Sec), East Wave Probe (m), West Wave Probe (m),WaveProbe_A(m),WaveProbe_B(m),WaveProbe_C(m),StringPot_1(m),StringPot_2(m),LoadCell (N)
2093809.000000, -2.405437E-3, -3.742357E-3, 3.165213E-3, 3.035350E-3, 3.027954E-3, -1.244255E-4, -6.386443E-5, 3.640875E-4
2096704.000000, -3.241573E-3, -4.093675E-3, 3.115403E-3, 2.860880E-3, 3.380717E-3, -6.826887E-5, -7.157220E-6, 4.761145E-4
2099601.000000, -3.241573E-3, -4.093675E-3, 3.059315E-3, 3.181309E-3, 3.301577E-3, -6.331387E-5, 7.652720E-5, -5.979437E-3
2102500.000000, -3.813666E-3, -4.510865E-3, 2.810685E-3, 3.196628E-3, 3.220753E-3, -1.216727E-4, 1.244255E-4, -1.456350E-3
2105401.000000, -4.341752E-3, -4.774353E-3, 2.487551E-3, 3.156202E-3, 3.275477E-3, -1.981999E-5, -5.010054E-5, 3.906939E-3
2108304.000000, -4.341752E-3, -4.774353E-3, 1.830399E-3, 3.267693E-3, 3.444282E-3, -4.624665E-5, 3.743777E-5, 4.355047E-3
2111209.000000, -4.539784E-3, -4.686523E-3, 1.019214E-3, 3.198756E-3, 3.568043E-3, -2.257277E-5, 1.816833E-5, 8.962154E-4
2114116.000000, -4.803827E-3, -4.444993E-3, 1.774729E-4, 3.454929E-3, 3.490587E-3, -4.679721E-5, 2.037055E-5, 7.701851E-4
2117025.000000, -4.803827E-3, -4.444993E-3, -7.140773E-4, 3.132798E-3, 3.630345E-3, -5.120165E-5, -1.211222E-5, -4.453070E-3
2119936.000000, -4.715812E-3, -4.225419E-3, -1.497637E-3, 3.294927E-3, 3.339042E-3, -6.551609E-5, -3.743777E-5, -2.520606E-4
2122849.000000, -4.451770E-3, -3.830187E-3, -2.241851E-3, 3.493227E-3, 3.479221E-3, 1.486500E-5, -1.205716E-4, 3.780909E-4
2125764.000000, -4.451770E-3, -3.830187E-3, -2.860913E-3, 3.228544E-3, 3.531841E-3, -2.587610E-5, -3.688721E-5, -2.786670E-3
2128681.000000, -3.945687E-3, -3.061679E-3, -3.395844E-3, 3.503015E-3, 3.403028E-3, -1.981999E-5, 6.276331E-5, 2.688646E-3
2131600.000000, -3.945687E-3, -3.061679E-3, -3.961748E-3, 2.964286E-3, 3.150032E-3, -1.392905E-4, 2.697721E-5, -5.993441E-3
2134521.000000, -3.417602E-3, -2.337086E-3, -4.441845E-3, 3.259608E-3, 3.471644E-3, -9.139219E-5, 5.890943E-5, -5.433306E-3
2137444.000000, -2.867512E-3, -1.590536E-3, -4.762469E-3, 3.202160E-3, 3.275898E-3, -4.019054E-5, 4.404443E-5, -1.695808E-2
2140369.000000, -2.867512E-3, -1.590536E-3, -5.085185E-3, 2.905562E-3, 3.364720E-3, -7.157220E-6, 4.184221E-5, 3.262784E-3
2143296.000000, -2.163398E-3, -8.000712E-4, -5.380694E-3, 3.051946E-3, 3.412289E-3, -6.221276E-5, 2.752777E-5, -1.582380E-3
2146225.000000, -1.129230E-3, 1.221378E-4, -5.557748E-3, 2.640453E-3, 3.438809E-3, -7.927998E-5, 1.541555E-5, -6.665602E-3
2149156.000000, -1.129230E-3, 1.221378E-4, -5.672436E-3, 2.387684E-3, 3.587407E-3, -9.469553E-5, 5.065110E-5, -1.400337E-3
2152089.000000, -2.710909E-4, 9.784747E-4, -5.612581E-3, 1.557037E-3, 3.193811E-3, -3.853888E-5, -4.459499E-5, -5.041212E-4
2155024.000000, 6.310556E-4, 1.703068E-3, -5.404552E-3, 7.170286E-4, 2.433560E-3, -3.798832E-5, 5.835887E-5, 3.220774E-4
2157961.000000, 6.310556E-4, 1.703068E-3, -5.005238E-3, -2.846838E-4, 1.636686E-3, -3.578610E-5, 8.808886E-6, -5.601346E-3
2160900.000000, 1.379177E-3, 2.164172E-3, -4.646525E-3, -9.238392E-4, 9.012719E-4, -1.370883E-4, 3.523555E-5, -2.240539E-3
2163841.000000, 1.379177E-3, 2.164172E-3, -4.081877E-3, -2.127256E-3, 5.556651E-5, 3.358388E-5, -2.587610E-5, -7.211734E-3
2166784.000000, 2.369338E-3, 2.800935E-3, -3.606383E-3, -2.696623E-3, -5.876579E-4, 1.299311E-4, -8.698775E-5, -5.349286E-3
2169729.000000, 2.941431E-3, 3.349869E-3, -2.987321E-3, -3.332800E-3, -1.250246E-3, 3.028055E-5, -1.167177E-4, 2.100505E-3
2172676.000000, 2.941431E-3, 3.349869E-3, -2.292916E-3, -3.799613E-3, -1.628267E-3, 3.853888E-5, -2.862888E-5, 3.304794E-3
2175625.000000, 3.513524E-3, 3.481613E-3, -1.526100E-3, -4.375364E-3, -2.473131E-3, 4.019054E-5, -7.762831E-5, 6.931666E-3
2178576.000000, 3.843577E-3, 3.415741E-3, -8.722961E-4, -5.029413E-3, -2.736229E-3, 4.789832E-5, -7.707775E-5, -2.184525E-3
2181529.000000, 3.843577E-3, 3.415741E-3, -2.260268E-5, -5.340480E-3, -3.218227E-3, 7.157220E-5, -1.057066E-4, -6.819639E-3
2184484.000000, 4.239641E-3, 3.437699E-3, 7.994652E-4, -5.642611E-3, -4.180538E-3, 1.761777E-5, -1.706722E-5, -3.080741E-3
2187441.000000, 4.261645E-3, 3.415741E-3, 1.557911E-3, -5.909422E-3, -4.216740E-3, 1.354366E-4, -2.092110E-5, -5.363289E-3
2190400.000000, 4.261645E-3, 3.415741E-3, 2.205854E-3, -5.732399E-3, -4.500466E-3, 3.743777E-5, -5.395443E-5, -5.405299E-3
2193361.000000, 4.195634E-3, 3.108338E-3, 2.639491E-3, -6.075807E-3, -4.649064E-3, 2.774799E-4, -2.059077E-4, 7.561818E-4
2196324.000000, 3.931591E-3, 2.581362E-3, 2.993181E-3, -5.639632E-3, -4.649906E-3, 1.376388E-4, -1.838855E-4, -4.733138E-3
2199289.000000, 3.931591E-3, 2.581362E-3, 3.109124E-3, -5.028987E-3, -4.842284E-3, 7.157220E-5, -1.453466E-4, -7.981919E-4
2202256.000000, 3.711556E-3, 2.186129E-3, 3.191164E-3, -5.006008E-3, -4.517725E-3, 9.799886E-5, -8.148220E-5, -2.590623E-3
2205225.000000, 3.711556E-3, 2.186129E-3, 3.145958E-3, -4.222596E-3, -3.954483E-3, 5.725776E-5, -5.560609E-5, -6.693609E-3
2208196.000000, 3.183470E-3, 1.659153E-3, 3.205814E-3, -3.618335E-3, -3.733480E-3, 9.469553E-5, -9.194275E-5, -8.472037E-3
2211169.000000, 2.567370E-3, 8.906453E-4, 3.270273E-3, -3.270246E-3, -3.289790E-3, 1.216727E-4, -9.469553E-5, -4.593104E-3
2214144.000000, 2.567370E-3, 8.906453E-4, 3.345197E-3, -2.198746E-3, -2.816633E-3, 1.255266E-4, -5.450498E-5, 1.736417E-3
2217121.000000, 1.775241E-3, 3.430837E-5, 3.335988E-3, -1.314907E-3, -2.559848E-3, 1.359872E-4, -1.227739E-4, -3.682885E-3
2220100.000000, 1.049123E-3, -8.659433E-4, 3.317153E-3, -4.748985E-4, -2.108160E-3, 7.377442E-5, -1.282794E-4, -3.752902E-3
2223081.000000, 1.049123E-3, -8.659433E-4, 3.351475E-3, 3.697910E-4, -1.240143E-3, 2.037055E-4, -1.271783E-4, -1.022246E-2
2226064.000000, 8.096627E-5, -1.568579E-3, 3.307944E-3, 1.441291E-3, -5.855531E-4, 9.139219E-5, -1.029539E-4, -2.464592E-3
2229049.000000, -8.211802E-4, -2.446873E-3, 3.232602E-3, 2.316194E-3, 3.439230E-4, -6.606665E-6, -4.789832E-5, -1.848444E-3
2232036.000000, -8.211802E-4, -2.446873E-3, 3.283667E-3, 2.549813E-3, 1.376113E-3, -1.266277E-5, 2.202222E-6, 8.962154E-4
2235025.000000, -1.679320E-3, -3.281253E-3, 3.350638E-3, 2.958754E-3, 2.247076E-3, -6.221276E-5, 9.249331E-5, 2.002481E-3
2238016.000000, -1.679320E-3, -3.281253E-3, 3.216696E-3, 2.883434E-3, 2.510175E-3, -2.202221E-6, 1.123133E-4, -8.402020E-4
2241009.000000, -2.339427E-3, -3.764314E-3, 3.163957E-3, 3.156628E-3, 3.029217E-3, -6.386442E-5, 2.972999E-5, -7.687848E-3
2244004.000000, -3.153559E-3, -4.005845E-3, 3.164375E-3, 3.154500E-3, 3.379454E-3, -4.019054E-5, 6.771831E-5, -4.719134E-3
2247001.000000, -3.153559E-3, -4.005845E-3, 3.080662E-3, 3.189820E-3, 3.243905E-3, -9.029108E-5, 6.551609E-5, 9.956393E-3
2250000.000000, -3.725652E-3, -4.401078E-3, 2.790175E-3, 3.263012E-3, 3.632450E-3, -6.606665E-6, -6.056109E-6, 1.540370E-4
2253001.000000, -4.319748E-3, -4.708481E-3, 2.377886E-3, 3.428546E-3, 3.704434E-3, -1.871888E-5, 2.092111E-5, 1.400337E-4
2256004.000000, -4.319748E-3, -4.708481E-3, 1.786868E-3, 3.402162E-3, 3.250641E-3, 1.486500E-5, -8.863942E-5, 1.904458E-3
2259009.000000, -4.473773E-3, -4.664566E-3, 9.396856E-4, 3.441312E-3, 3.363879E-3, -1.288300E-4, 1.541555E-5, 7.127713E-3
2262016.000000, -4.715812E-3, -4.401078E-3, 1.033863E-4, 3.259608E-3, 3.610139E-3, -1.145155E-4, 1.717733E-4, -4.159000E-3
2265025.000000, -4.715812E-3, -4.401078E-3, -6.567335E-4, 3.565143E-3, 3.427022E-3, -1.299311E-4, 5.505554E-6, 2.156518E-3
2268036.000000, -4.583791E-3, -4.115632E-3, -1.408482E-3, 3.462163E-3, 3.425759E-3, -8.368442E-5, 6.001054E-5, 2.324559E-3
2271049.000000, -4.451770E-3, -3.764314E-3, -2.149766E-3, 3.412375E-3, 3.737269E-3, -1.343355E-4, 4.074110E-5, -3.122751E-3
2274064.000000, -4.451770E-3, -3.764314E-3, -2.829102E-3, 3.423439E-3, 3.720430E-3, -8.478553E-5, 4.514554E-5, 2.044491E-3
2277081.000000, -3.945687E-3, -3.149508E-3, -3.398355E-3, 3.253225E-3, 3.619400E-3, -1.805822E-4, 2.081099E-4, 3.220774E-3
2280100.000000, -3.945687E-3, -3.149508E-3, -3.856269E-3, 3.191096E-3, 3.440493E-3, -6.001054E-5, 1.761777E-5, -2.702650E-3
2283121.000000, -3.549623E-3, -2.271214E-3, -4.269814E-3, 3.184288E-3, 3.366825E-3, 1.101111E-6, 6.331387E-5, -8.962154E-3
2286144.000000, -2.867512E-3, -1.634451E-3, -4.775444E-3, 3.323438E-3, 3.516686E-3, -2.312333E-5, 3.743777E-5, 1.414340E-3
2289169.000000, -2.867512E-3, -1.634451E-3, -5.109462E-3, 3.467269E-3, 3.205598E-3, -6.606665E-6, -4.569610E-5, -5.461313E-4
2292196.000000, -2.119391E-3, -9.098580E-4, -5.354324E-3, 2.938328E-3, 3.760000E-3, -1.095605E-4, 2.037055E-5, -6.119471E-3
2295225.000000, -1.239248E-3, -3.156370E-5, -5.534727E-3, 2.968541E-3, 3.665285E-3, -1.706722E-5, 2.257277E-5, -1.484357E-3
2298256.000000, -1.239248E-3, -3.156370E-5, -5.558585E-3, 2.201725E-3, 3.457331E-3, -4.514554E-5, -4.789832E-5, -1.400337E-4
2301289.000000, -3.811087E-4, 1.088262E-3, -5.598349E-3, 1.636187E-3, 3.053632E-3, -1.117627E-4, -4.954998E-6, -9.116191E-3
2304324.000000, 4.770306E-4, 1.615238E-3, -5.281912E-3, 6.672409E-4, 2.785061E-3, -4.184221E-5, -9.359442E-6, -3.318798E-3
2307361.000000, 4.770306E-4, 1.615238E-3, -4.955010E-3, -4.276639E-4, 1.908204E-3, -2.972999E-5, -5.505554E-6, -3.458831E-3
2310400.000000, 1.379177E-3, 2.120257E-3, -4.504631E-3, -1.083415E-3, 8.654904E-4, -1.816833E-5, -4.569610E-5, -6.665602E-3
2313441.000000, 1.379177E-3, 2.120257E-3, -4.067227E-3, -2.044702E-3, 1.801702E-4, -7.102165E-5, -7.047109E-5, -1.055854E-2
2316484.000000, 2.281323E-3, 2.800935E-3, -3.513880E-3, -2.611090E-3, -4.297985E-4, -8.258331E-6, -4.349388E-5, -2.688646E-3
2319529.000000, 2.941431E-3, 3.371827E-3, -2.891469E-3, -3.449822E-3, -1.286449E-3, 3.963999E-5, -5.505552E-7, -1.610387E-3
2322576.000000, 2.941431E-3, 3.371827E-3, -2.276592E-3, -3.917487E-3, -1.737716E-3, 8.423497E-5, -1.090100E-4, 1.960471E-3
2325625.000000, 3.535527E-3, 3.503571E-3, -1.427736E-3, -4.534940E-3, -2.187721E-3, 8.698775E-5, -1.156166E-4, 1.190286E-3
2328676.000000, 3.909588E-3, 3.525528E-3, -7.538413E-4, -4.688984E-3, -2.438191E-3, 3.468499E-5, -1.178189E-4, 2.940707E-4
2331729.000000, 3.909588E-3, 3.525528E-3, 4.185682E-5, -5.357501E-3, -3.286001E-3, 2.064583E-4, -1.860877E-4, 1.022246E-3
2334784.000000, 4.305652E-3, 3.525528E-3, 7.509113E-4, -5.437928E-3, -3.522580E-3, 1.161672E-4, -1.508522E-4, -1.064256E-3
2337841.000000, 4.327656E-3, 3.569443E-3, 1.596838E-3, -5.826017E-3, -4.052987E-3, 1.079089E-4, -1.205716E-4, -3.318798E-3
2340900.000000, 4.327656E-3, 3.569443E-3, 2.174880E-3, -6.108998E-3, -4.478155E-3, 1.266277E-4, -1.981999E-4, -1.148276E-3
2343961.000000, 4.305652E-3, 3.108338E-3, 2.658327E-3, -5.793250E-3, -4.557295E-3, 1.227739E-4, -2.383905E-4, -1.806434E-3
2347024.000000, 4.041609E-3, 2.669191E-3, 2.954254E-3, -5.532822E-3, -4.866700E-3, 1.062572E-4, -1.877394E-4, -6.791633E-3
2350089.000000, 4.041609E-3, 2.669191E-3, 3.065593E-3, -5.007285E-3, -4.907954E-3, 2.108627E-4, -1.591105E-4, 2.478596E-3
2353156.000000, 3.711556E-3, 2.164172E-3, 3.130890E-3, -4.524301E-3, -4.543825E-3, 8.974053E-5, -1.101111E-4, -4.201010E-5
2356225.000000, 3.711556E-3, 2.164172E-3, 3.139261E-3, -4.461322E-3, -4.230632E-3, 1.915933E-4, -1.701216E-4, 2.786670E-3
2359296.000000, 3.139463E-3, 1.725025E-3, 3.219626E-3, -3.512376E-3, -3.637080E-3, 1.376388E-4, -2.053572E-4, 1.428343E-3
2362369.000000, 2.567370E-3, 8.467306E-4, 3.223394E-3, -2.886838E-3, -3.338621E-3, 1.673688E-4, -1.403916E-4, 2.338562E-3
2365444.000000, 2.567370E-3, 8.467306E-4, 3.309619E-3, -2.210235E-3, -2.936606E-3, 1.767283E-4, -1.046055E-4, -2.954710E-3
2368521.000000, 1.753238E-3, -9.606344E-6, 3.305014E-3, -1.362993E-3, -2.412933E-3, 7.432498E-5, -7.377442E-5, 1.736417E-3
2371600.000000, 9.831127E-4, -9.318154E-4, 3.355661E-3, -5.795804E-4, -1.799597E-3, 9.799886E-5, -1.359872E-4, 7.141717E-3
2374681.000000, 9.831127E-4, -9.318154E-4, 3.284923E-3, 4.395790E-4, -1.311706E-3, 8.698775E-5, -1.249761E-4, 7.981919E-4
2377764.000000, 1.495555E-5, -1.590536E-3, 3.276552E-3, 1.210651E-3, -3.611823E-4, 2.202222E-6, -7.872942E-5, -8.402020E-4
2380849.000000, -8.431838E-4, -2.490788E-3, 3.233858E-3, 2.089383E-3, 2.050067E-4, -3.358388E-5, -9.744830E-5, 3.234778E-3
2383936.000000, -8.431838E-4, -2.490788E-3, 3.335988E-3, 2.648112E-3, 1.025455E-3, 1.431444E-5, 4.459499E-5, 9.340245E-3
2387025.000000, -1.701323E-3, -3.281253E-3, 3.232602E-3, 2.780454E-3, 1.946933E-3, 1.596611E-5, -4.954998E-6, 4.201010E-3
2390116.000000, -1.701323E-3, -3.281253E-3, 3.232183E-3, 2.925136E-3, 2.620887E-3, 3.908943E-5, -8.258331E-6, -2.492599E-3
2393209.000000, -2.449445E-3, -3.808229E-3, 3.221719E-3, 3.153649E-3, 3.112145E-3, -4.734776E-5, 3.193221E-5, -7.141717E-4
2396304.000000, -3.131555E-3, -4.027803E-3, 3.207069E-3, 3.142160E-3, 3.339042E-3, -2.587610E-5, 7.432498E-5, -7.029690E-3
2399401.000000, -3.131555E-3, -4.027803E-3, 3.066012E-3, 3.234927E-3, 3.585303E-3, -1.073583E-4, 1.046055E-5, 2.002481E-3
2402500.000000, -3.725652E-3, -4.466950E-3, 2.844589E-3, 3.427695E-3, 3.308733E-3, 6.992053E-5, 6.056109E-6, 5.321279E-3
2405601.000000, -4.253737E-3, -4.686523E-3, 2.387931E-3, 3.240459E-3, 3.711169E-3, 4.459499E-5, -5.120165E-5, 7.561818E-4
2408704.000000, -4.253737E-3, -4.686523E-3, 1.757149E-3, 3.377907E-3, 3.649288E-3, 9.359442E-6, -8.258331E-5, 1.862448E-3
2411809.000000, -4.495777E-3, -4.664566E-3, 1.043072E-3, 3.388120E-3, 3.360511E-3, -1.238750E-4, 6.276331E-5, -2.870690E-3
2414916.000000, -4.715812E-3, -4.291291E-3, 2.214226E-4, 3.353651E-3, 3.477958E-3, -5.780832E-5, 1.117627E-4, -5.937427E-3
2418025.000000, -4.715812E-3, -4.291291E-3, -5.784612E-4, 3.591952E-3, 3.562571E-3, -8.698775E-5, 7.762831E-5, -2.506603E-3
2421136.000000, -4.649802E-3, -4.093675E-3, -1.402203E-3, 3.265991E-3, 3.687175E-3, -1.431444E-5, 9.029108E-5, -1.176283E-3
2424249.000000, -4.473773E-3, -3.742357E-3, -2.098282E-3, 3.331098E-3, 3.509951E-3, -5.780832E-5, 1.101111E-5, 5.461313E-3
2427364.000000, -4.473773E-3, -3.742357E-3, -2.798128E-3, 3.608548E-3, 3.449333E-3, -5.285332E-5, 1.200211E-4, 1.344323E-3
2430481.000000, -3.967691E-3, -3.149508E-3, -3.289946E-3, 3.112798E-3, 3.393346E-3, -3.523554E-5, 5.945998E-5, 6.581582E-3
2433600.000000, -3.967691E-3, -3.149508E-3, -3.838689E-3, 3.360460E-3, 3.659812E-3, -1.084594E-4, 1.068077E-4, 4.775148E-3
2436721.000000, -3.505616E-3, -2.161427E-3, -4.351435E-3, 2.960456E-3, 3.555836E-3, -2.257277E-5, 3.963999E-5, 2.688646E-3
2439844.000000, -2.823505E-3, -1.612493E-3, -4.730657E-3, 3.143011E-3, 3.376507E-3, 1.651666E-5, -2.532555E-5, 1.876451E-3
2442969.000000, -2.823505E-3, -1.612493E-3, -5.043746E-3, 3.039180E-3, 3.373561E-3, -4.074110E-5, -1.315827E-4, -2.800673E-4
2446096.000000, -2.141395E-3, -8.659433E-4, -5.295724E-3, 2.993648E-3, 3.145822E-3, -1.844361E-4, 1.745261E-4, 2.884693E-3
2449225.000000, -1.239248E-3, 5.626573E-5, -5.491614E-3, 2.904711E-3, 3.325992E-3, -3.138166E-5, 5.945998E-5, 5.741380E-3
2452356.000000, -1.239248E-3, 5.626573E-5, -5.538913E-3, 2.285555E-3, 3.146243E-3, -4.349388E-5, 5.945998E-5, -3.990959E-3
2455489.000000, -3.591052E-4, 1.088262E-3, -5.564027E-3, 1.619165E-3, 2.939132E-3, 4.569610E-5, -2.752777E-6, 7.463794E-3
2458624.000000, 5.210377E-4, 1.659153E-3, -5.332977E-3, 5.825591E-4, 2.567425E-3, -6.166220E-5, 1.486500E-5, 7.085703E-3
2461761.000000, 5.210377E-4, 1.659153E-3, -5.076395E-3, -2.702155E-4, 1.861478E-3, 6.936998E-5, -2.477499E-5, 7.057697E-3
2464900.000000, 1.467191E-3, 2.186129E-3, -4.610947E-3, -1.348950E-3, 1.010721E-3, -2.422444E-5, -5.835887E-5, 6.147478E-3
2468041.000000, 1.467191E-3, 2.186129E-3, -4.137128E-3, -2.140873E-3, 1.776444E-4, 1.018527E-4, -8.258331E-5, 9.354249E-3
2471184.000000, 2.237316E-3, 2.669191E-3, -3.570805E-3, -2.985562E-3, -6.028124E-4, 1.134144E-4, -1.222233E-4, 8.948151E-3
2474329.000000, 3.029445E-3, 3.393784E-3, -3.028759E-3, -3.293225E-3, -1.170264E-3, 5.505554E-5, -6.992053E-5, 1.037649E-2
2477476.000000, 3.029445E-3, 3.393784E-3, -2.373282E-3, -4.149404E-3, -1.732665E-3, 8.808886E-5, 4.349388E-5, 7.239740E-3
2480625.000000, 3.557531E-3, 3.503571E-3, -1.596000E-3, -4.528982E-3, -2.648249E-3, 9.304386E-5, -1.189200E-4, 1.181884E-2
2483776.000000, 3.953595E-3, 3.503571E-3, -8.781560E-4, -4.733665E-3, -3.138666E-3, 9.854941E-5, -1.596611E-4, 9.718336E-3
2486929.000000, 3.953595E-3, 3.503571E-3, -9.878209E-5, -5.351118E-3, -3.291895E-3, 1.216727E-4, -1.607622E-4, 3.108747E-3
2490084.000000, 4.173631E-3, 3.503571E-3, 6.307822E-4, -5.662185E-3, -3.705276E-3, 7.322387E-5, -9.304386E-5, -3.584862E-3
2493241.000000, 4.261645E-3, 3.569443E-3, 1.397599E-3, -5.847719E-3, -3.911966E-3, 1.679194E-4, -8.258331E-5, 1.078259E-3
2496400.000000, 4.261645E-3, 3.569443E-3, 2.153952E-3, -5.967720E-3, -4.511832E-3, 1.943461E-4, -1.893911E-4, 5.223256E-3
2499561.000000, 4.195634E-3, 3.174210E-3, 2.692231E-3, -5.632398E-3, -4.561505E-3, 1.970988E-4, -1.739755E-4, 1.249100E-2
2502724.000000, 3.953595E-3, 2.647234E-3, 3.004901E-3, -5.644738E-3, -4.629279E-3, 9.194275E-5, -1.558072E-4, 4.159000E-3
2505889.000000, 3.953595E-3, 2.647234E-3, 3.061826E-3, -5.241755E-3, -4.627595E-3, 2.015033E-4, -1.767283E-4, 5.139235E-3
2509056.000000, 3.645545E-3, 2.098300E-3, 3.162283E-3, -4.913667E-3, -4.505518E-3, 7.377442E-5, 1.156166E-5, 9.578303E-3
2512225.000000, 3.645545E-3, 2.098300E-3, 3.197442E-3, -4.513663E-3, -4.214214E-3, 1.106616E-4, -1.525038E-4, 7.757865E-3
2515396.000000, 3.117459E-3, 1.812854E-3, 3.199954E-3, -3.737485E-3, -3.829879E-3, 1.299311E-4, -1.403916E-4, 4.929185E-3
2518569.000000, 2.501359E-3, 9.126027E-4, 3.279900E-3, -3.035776E-3, -3.605088E-3, 1.662677E-4, -1.541555E-4, 1.249100E-2
2521744.000000, 2.501359E-3, 9.126027E-4, 3.276970E-3, -2.291513E-3, -3.007327E-3, 7.047109E-5, -7.267331E-5, 8.051936E-3
2524921.000000, 1.709231E-3, -7.547842E-5, 3.233858E-3, -1.344269E-3, -2.436928E-3, 5.835887E-5, -9.689775E-5, 5.853407E-3
2528100.000000, 9.391056E-4, -9.757301E-4, 3.269017E-3, -6.463896E-4, -1.834116E-3, 7.487553E-5, -1.695711E-4, 6.175485E-3
2531281.000000, 9.391056E-4, -9.757301E-4, 3.349383E-3, 5.821336E-4, -9.176893E-4, 8.368442E-5, -1.844361E-4, 1.111867E-2
2534464.000000, -7.048019E-6, -1.502707E-3, 3.355661E-3, 1.374057E-3, -2.740439E-4, 6.496554E-5, -1.503016E-4, 2.996720E-3
2537649.000000, -8.651873E-4, -2.424916E-3, 3.309619E-3, 2.357045E-3, 3.266637E-4, 6.056109E-6, -3.303332E-6, 3.416821E-3
2540836.000000, -8.651873E-4, -2.424916E-3, 3.269017E-3, 2.580452E-3, 1.122696E-3, -7.212276E-5, 7.872942E-5, 7.575821E-3
2544025.000000, -1.745330E-3, -3.303210E-3, 3.246833E-3, 3.059606E-3, 2.163726E-3, 3.028055E-5, 2.917944E-5, 2.394576E-3
2547216.000000, -1.745330E-3, -3.303210E-3, 3.232183E-3, 2.936200E-3, 2.509333E-3, 2.477499E-5, -8.038109E-5, 3.584862E-3
2550409.000000, -2.537459E-3, -3.896059E-3, 3.135913E-3, 3.232799E-3, 3.140771E-3, 5.945998E-5, 2.642666E-5, 1.890454E-3
2553604.000000, -3.241573E-3, -4.027803E-3, 3.116240E-3, 3.321311E-3, 3.116776E-3, -4.679721E-5, -2.202222E-5, 9.522289E-4
2556801.000000, -3.241573E-3, -4.027803E-3, 3.045084E-3, 3.337481E-3, 3.560045E-3, -4.019054E-5, 3.743777E-5, 1.820438E-4
2560000.000000, -3.747655E-3, -4.510865E-3, 2.874726E-3, 3.227267E-3, 3.492271E-3, 3.798832E-5, -4.679721E-5, -1.974475E-3
2563201.000000, -4.253737E-3, -4.840225E-3, 2.429788E-3, 3.246416E-3, 3.518370E-3, -5.175221E-5, 8.258331E-6, 2.184525E-3
2566404.000000, -4.253737E-3, -4.840225E-3, 1.744592E-3, 3.363864E-3, 3.416077E-3, -1.651666E-6, 4.459499E-5, 6.441548E-3
2569609.000000, -4.517780E-3, -4.818268E-3, 9.488941E-4, 3.361311E-3, 3.517107E-3, -7.707775E-5, 9.579664E-5, -2.100505E-4
2572816.000000, -4.649802E-3, -4.291291E-3, 1.218033E-4, 3.222586E-3, 3.736848E-3, -2.092110E-5, 7.432498E-5, -3.360808E-4
2576025.000000, -4.649802E-3, -4.291291E-3, -7.124030E-4, 3.678335E-3, 3.315889E-3, -4.349388E-5, 8.753831E-5, 6.651599E-3
2579236.000000, -4.583791E-3, -4.203462E-3, -1.517728E-3, 3.297481E-3, 3.628661E-3, -3.303332E-6, -4.569610E-5, 1.387734E-2
2582449.000000, -4.407762E-3, -3.742357E-3, -2.174880E-3, 3.630250E-3, 3.512477E-3, -4.349388E-5, -3.688721E-5, 1.333120E-2
2585664.000000, -4.407762E-3, -3.742357E-3, -2.821568E-3, 3.437482E-3, 3.342410E-3, 1.706722E-5, 8.258331E-6, 2.212532E-3
2588881.000000, -4.033702E-3, -3.171466E-3, -3.474116E-3, 3.327268E-3, 3.435020E-3, -9.579664E-5, 8.808886E-5, -2.240539E-3
2592100.000000, -4.033702E-3, -3.171466E-3, -3.997326E-3, 3.277906E-3, 3.791993E-3, -3.193221E-5, -3.193221E-5, 1.820438E-3
2595321.000000, -3.461609E-3, -2.249257E-3, -4.401663E-3, 3.167266E-3, 3.476695E-3, -3.633666E-5, 7.542609E-5, -1.008242E-3
2598544.000000, -2.845509E-3, -1.590536E-3, -4.823998E-3, 3.250672E-3, 3.629924E-3, -1.145155E-4, 2.752777E-5, -3.696889E-3
2601769.000000, -2.845509E-3, -1.590536E-3, -5.128297E-3, 3.343013E-3, 3.471644E-3, -9.634719E-5, 8.368442E-5, 9.942390E-4
2604996.000000, -2.141395E-3, -7.561565E-4, -5.398692E-3, 3.027691E-3, 3.641711E-3, -4.514554E-5, 1.596611E-5, -5.461313E-4
2608225.000000, -1.305259E-3, 1.221378E-4, -5.536401E-3, 2.823008E-3, 3.438809E-3, -8.258331E-6, -4.514554E-5, 1.694407E-3
2611456.000000, -1.305259E-3, 1.221378E-4, -5.625975E-3, 2.091511E-3, 3.014483E-3, 2.587610E-5, -1.040550E-4, -7.253744E-3
2614689.000000, -3.591052E-4, 1.154134E-3, -5.498311E-3, 1.485973E-3, 2.765276E-3, 1.580094E-4, -2.774799E-4, -2.002481E-3
2617924.000000, 4.770306E-4, 1.725025E-3, -5.346371E-3, 4.166000E-4, 2.319060E-3, -1.255266E-4, 4.569610E-5, 8.135956E-3
2621161.000000, 4.770306E-4, 1.725025E-3, -5.044165E-3, -2.459600E-4, 1.613954E-3, 1.695711E-4, -1.993011E-4, 2.002481E-3
2624400.000000, 1.401181E-3, 2.295916E-3, -4.601320E-3, -1.258311E-3, 9.042186E-4, 9.965053E-5, -1.453466E-4, -1.050252E-3
2627641.000000, 1.401181E-3, 2.295916E-3, -4.124152E-3, -1.751507E-3, 2.285804E-4, -3.523555E-5, 1.486500E-5, -5.601346E-4
