% Original filename: Decay Test 0Deg0008.mat
0 Deg Decay Run 3 2018-04-12
Time(s) Response(deg) LoadCell(N)
3.680000 -5.188792 -1.950531
3.700000 -5.116086 -1.951371
3.720000 -5.037121 -1.941345
3.740000 -4.956677 -1.941905
3.760000 -4.874054 -1.944411
3.780000 -4.790030 -1.936710
3.800000 -4.705962 -1.944439
3.820000 -4.621182 -1.941359
3.840000 -4.531564 -1.941555
3.860000 -4.438793 -1.944005
3.880000 -4.345323 -1.947730
3.900000 -4.248224 -1.943613
3.920000 -4.151313 -1.945098
3.940000 -4.047232 -1.945994
3.960000 -3.943351 -1.937186
3.980000 -3.845370 -1.947646
4.000000 -3.739969 -1.943053
4.020000 -3.631582 -1.945756
4.040000 -3.524858 -1.943865
4.060000 -3.416560 -1.945490
4.080000 -3.311283 -1.947030
4.100000 -3.198286 -1.946890
4.120000 -3.089609 -1.951889
4.140000 -2.975599 -1.958079
4.160000 -2.861279 -1.952533
4.180000 -2.744919 -1.950447
4.200000 -2.634585 -1.949579
4.220000 -2.526228 -1.948640
4.240000 -2.413183 -1.951133
4.260000 -2.296449 -1.949551
4.280000 -2.175970 -1.943417
4.300000 -2.060981 -1.947632
4.320000 -1.941323 -1.945854
4.340000 -1.819831 -1.952561
4.360000 -1.704106 -1.945728
4.380000 -1.583764 -1.945028
4.400000 -1.465340 -1.948850
4.420000 -1.349866 -1.947128
4.440000 -1.231236 -1.948304
4.460000 -1.113054 -1.945504
4.480000 -0.991987 -1.941947
4.500000 -0.873550 -1.946778
4.520000 -0.754192 -1.951231
4.540000 -0.631740 -1.949901
4.560000 -0.511052 -1.943893
4.580000 -0.395980 -1.937942
4.600000 -0.279612 -1.944229
4.620000 -0.160928 -1.950293
4.640000 -0.038416 -1.942017
4.660000 0.077035 -1.949887
4.680000 0.193682 -1.951091
4.700000 0.312854 -1.952491
4.720000 0.426223 -1.960809
4.740000 0.539338 -1.945784
4.760000 0.647899 -1.949971
4.780000 0.759170 -1.953920
4.800000 0.869358 -1.950825
4.820000 0.980529 -1.953107
4.840000 1.089053 -1.949901
4.860000 1.197946 -1.946232
4.880000 1.304731 -1.937116
4.900000 1.412269 -1.942073
4.920000 1.513114 -1.950419
4.940000 1.617349 -1.947002
4.960000 1.718902 -1.939748
4.980000 1.818754 -1.958667
5.000000 1.914367 -1.953206
5.020000 2.014218 -1.944691
